order_id,order_datetime,items_count,distance_km,is_express_delivery,vehicle_type,base_speed_kmh,restaurant_city,is_fast_food,prep_time_avg,temperature,precip_mm,wind_speed,traffic_level
98499,2025-04-02 00:54:00,1,6.72,0,car,55.0,Moscow,0,30,30.7,3.53,9.7,5.0
98500,2025-04-11 08:55:00,5,2.92,0,car,55.0,Moscow,0,22,30.4,14.75,6.3,4.0
98501,2024-07-07 02:09:00,3,3.28,0,car,55.0,Kazan,1,5,-0.4,0.04,14.2,1.0
98502,2025-02-11 20:29:00,2,5.92,0,car,55.0,SPB,0,20,17.5,2.27,9.0,3.0
98503,2025-02-10 11:23:00,3,1.5,0,car,55.0,Moscow,0,36,18.7,2.66,21.3,4.0
98504,2024-10-27 18:23:00,2,6.17,0,car,55.0,Kazan,0,29,-27.8,5.35,13.3,1.0
98505,2025-01-12 06:31:00,5,3.37,0,bike,38.07882928487708,Moscow,1,6,5.6,3.06,,4.0
98506,2025-01-12 15:40:00,5,7.66,0,bike,32.37325941116156,Moscow,1,5,5.6,3.06,,4.0
98507,2024-04-13 20:31:00,3,6.11,0,bike,34.06066537047135,SPB,1,5,22.9,1.35,5.2,2.0
98508,2025-01-27 20:37:00,1,2.88,0,scooter,41.41642418784267,SPB,1,14,11.9,7.15,16.2,3.0
98509,2024-11-30 10:12:00,1,3.39,0,scooter,54.20006938556093,SPB,1,11,-8.9,3.68,18.6,2.0
98510,2025-01-23 13:11:00,1,1.66,0,car,55.0,SPB,1,10,-3.7,3.44,2.7,3.0
98511,2024-08-12 21:16:00,4,2.98,0,car,55.0,Moscow,1,9,-3.8,1.8,2.8,4.0
98512,2025-06-20 06:50:00,3,3.01,0,car,55.0,Kazan,0,34,14.6,0.91,5.6,2.0
98513,2024-01-13 22:54:00,2,2.25,0,car,55.0,Moscow,0,21,4.3,2.78,15.9,4.0
98514,2025-05-06 02:37:00,1,0.59,0,bike,35.574343203740504,Kazan,1,12,24.2,1.65,8.7,2.0
98515,2024-01-24 13:28:00,3,4.79,0,bike,36.82146628990283,SPB,0,15,7.3,8.54,16.2,3.0
98516,2024-07-24 19:43:00,3,7.71,0,scooter,40.65776334533052,Moscow,0,31,-2.8,2.69,18.2,5.0
98517,2025-02-23 16:33:00,5,2.06,0,car,55.0,Moscow,0,17,26.9,22.11,9.9,3.0
98518,2024-06-21 08:49:00,1,5.68,0,car,55.0,Kazan,1,13,12.4,0.07,13.8,2.0
98519,2024-08-02 22:04:00,2,3.9,0,car,55.0,Moscow,1,6,-9.4,3.56,19.7,4.0
98520,2024-06-18 11:17:00,1,0.26,0,car,55.0,Moscow,0,18,9.9,0.13,14.8,4.0
98521,2024-08-28 14:12:00,4,4.85,0,scooter,46.760053354253095,Moscow,1,12,-10.9,0.04,10.0,4.0
98522,2025-02-26 15:42:00,1,1.41,0,scooter,55.0,Kazan,1,12,18.1,2.74,13.3,2.0
98523,2024-12-30 04:56:00,6,7.44,0,bike,36.862403291529105,Moscow,0,30,-1.9,33.58,2.4,4.0
98524,2024-08-19 12:27:00,2,10.66,0,scooter,46.44984473997541,SPB,0,38,-14.2,21.84,18.5,3.0
98525,2024-03-10 18:17:00,4,3.79,0,scooter,39.047551890965785,Kazan,1,9,22.2,0.64,17.5,1.0
98526,2025-01-01 17:43:00,2,1.37,1,car,55.0,Moscow,1,5,-4.6,10.43,1.0,4.0
98527,2024-07-30 09:52:00,3,2.26,1,car,55.0,SPB,0,16,-2.9,6.09,12.0,3.0
98528,2024-03-04 08:06:00,2,4.84,0,scooter,50.22988603518088,Moscow,0,18,27.1,3.7,6.9,5.0
98529,2024-03-19 10:49:00,3,1.31,0,bike,40.32854369446495,Moscow,1,5,27.4,3.58,17.1,4.0
98530,2024-09-07 04:08:00,1,4.83,0,car,55.0,Kazan,0,18,-17.5,,19.4,1.0
98531,2024-04-06 10:35:00,4,8.66,0,car,55.0,Moscow,0,34,34.3,6.85,,4.0
98532,2024-06-14 03:31:00,1,1.84,0,car,55.0,SPB,0,39,9.9,4.58,7.5,4.0
98533,2024-09-22 19:41:00,2,2.56,0,scooter,55.0,Kazan,0,32,-22.3,0.54,18.0,1.0
98534,2024-11-23 09:29:00,1,2.93,0,scooter,49.00620380326575,Kazan,0,31,-25.0,3.85,15.4,1.0
98535,2024-06-25 15:14:00,1,6.66,0,scooter,47.978038395195696,Moscow,0,19,21.5,0.07,1.2,4.0
98536,2025-01-25 21:20:00,3,10.3,0,car,55.0,Kazan,0,24,9.5,2.42,1.0,2.0
98537,2024-03-30 22:06:00,2,2.78,0,car,55.0,SPB,1,8,29.5,21.67,18.6,2.0
98538,2025-04-30 17:08:00,7,3.37,0,car,55.0,Moscow,1,10,23.0,4.66,18.3,4.0
98539,2024-12-03 21:55:00,2,2.15,0,bike,40.804334648574,Kazan,0,24,-15.2,1.3,15.8,
98540,2024-03-02 20:12:00,3,8.39,0,car,55.0,SPB,0,37,19.5,0.66,13.7,2.0
98541,2024-06-22 06:44:00,3,2.37,0,car,55.0,Moscow,0,17,15.1,0.3,6.1,3.0
98542,2024-04-16 00:38:00,4,5.58,0,car,55.0,SPB,0,25,29.5,21.08,,3.0
98543,2024-03-21 06:35:00,4,2.97,0,car,55.0,Kazan,0,29,22.9,4.61,4.7,2.0
98544,2024-09-27 05:20:00,3,5.57,0,car,55.0,Moscow,0,39,-22.4,1.37,6.9,4.0
98545,2024-04-25 19:29:00,5,11.23,0,car,55.0,Kazan,1,6,22.4,2.1,8.6,2.0
98546,2024-05-10 16:12:00,3,5.96,0,bike,39.395918500296126,SPB,1,10,29.4,18.23,3.6,
98547,2024-01-05 01:46:00,1,4.71,0,car,55.0,Moscow,0,16,2.6,2.74,16.9,4.0
98548,2024-02-10 11:07:00,3,2.44,0,car,55.0,Kazan,1,6,12.2,4.86,15.1,1.0
98549,2024-05-16 18:26:00,3,6.15,0,scooter,42.15405365401788,Moscow,0,21,22.8,2.65,16.9,4.0
98550,2025-06-27 22:17:00,3,2.79,0,car,55.0,Moscow,0,25,10.1,7.76,1.0,4.0
98551,2024-12-25 19:02:00,3,1.59,0,bike,35.086380143438284,Moscow,1,12,-6.1,3.37,6.4,4.0
98552,2025-01-20 16:08:00,3,7.15,0,bike,38.56610576982384,Moscow,1,7,7.5,6.7,0.2,4.0
98553,2025-04-11 16:23:00,2,3.53,0,bike,35.369149670627664,Moscow,1,5,30.4,14.75,6.3,4.0
98554,2024-04-24 22:47:00,2,3.82,0,car,55.0,SPB,0,23,27.2,4.45,7.4,3.0
98555,2024-09-29 00:51:00,5,6.76,0,car,55.0,Moscow,0,30,-15.9,0.82,3.7,3.0
98556,2024-08-03 02:11:00,2,1.35,0,bike,38.62838052170366,Kazan,1,5,-11.5,14.61,18.1,1.0
98557,2024-07-01 06:17:00,3,1.11,0,car,55.0,Kazan,0,37,15.4,0.34,0.3,3.0
98558,2024-12-21 06:36:00,5,2.65,0,car,55.0,Moscow,0,31,-1.8,2.61,22.6,3.0
98559,2024-07-18 06:40:00,5,5.62,0,bike,37.45176782140707,Moscow,1,8,5.5,,15.9,5.0
98560,2024-06-29 07:45:00,1,2.4,0,car,55.0,Moscow,1,9,9.2,0.67,15.3,4.0
98561,2025-06-12 13:21:00,4,5.52,1,car,55.0,Moscow,0,30,14.7,6.51,16.2,5.0
98562,2024-12-21 03:29:00,6,6.74,0,car,55.0,SPB,1,7,-6.2,4.25,10.6,2.0
98563,2024-08-14 19:13:00,3,5.91,0,car,55.0,Moscow,0,15,-11.5,2.19,16.1,4.0
98564,2024-02-29 21:28:00,1,14.07,0,car,55.0,SPB,1,7,17.8,1.3,16.8,3.0
98565,2025-05-10 20:34:00,4,0.83,0,bike,42.257796955237886,Kazan,0,29,26.7,2.96,6.7,1.0
98566,2024-08-31 00:33:00,4,4.93,0,scooter,40.65776334533052,Moscow,1,9,-15.2,1.35,19.1,3.0
98567,2024-09-17 00:28:00,9,5.36,1,car,55.0,Moscow,1,11,-22.4,19.82,4.9,4.0
98568,2025-01-30 03:37:00,1,2.6,0,scooter,51.200599917946555,Moscow,0,39,,3.88,10.2,5.0
98569,2024-02-11 19:47:00,3,0.77,0,scooter,49.86328877279848,Moscow,0,28,15.7,,18.1,3.0
98570,2024-12-06 16:45:00,3,6.47,0,scooter,49.49166115263669,Moscow,1,7,-9.6,1.92,14.8,4.0
98571,2025-02-01 21:46:00,3,2.71,0,car,55.0,SPB,1,9,8.7,0.83,2.8,3.0
98572,2024-12-10 02:31:00,4,3.47,0,scooter,41.41642418784267,Moscow,1,6,-10.9,,20.9,5.0
98573,2024-03-07 09:25:00,2,5.01,0,car,55.0,Moscow,0,21,25.4,5.58,16.3,4.0
98574,2024-05-19 03:13:00,1,0.44,0,car,55.0,Moscow,1,13,23.6,12.34,1.4,3.0
98575,2024-06-23 09:58:00,7,7.76,0,bike,35.574343203740504,Moscow,0,27,13.3,0.72,2.2,3.0
98576,2025-04-28 18:20:00,4,9.47,0,bike,41.253268832294935,SPB,0,23,31.6,3.03,15.0,3.0
98577,2024-03-06 14:51:00,5,8.49,0,car,55.0,Moscow,0,27,30.4,5.06,13.2,4.0
98578,2024-01-17 02:20:00,2,6.26,0,car,55.0,Moscow,1,8,2.8,4.21,15.7,4.0
98579,2025-01-13 03:37:00,4,3.67,0,car,55.0,Moscow,0,18,7.6,0.05,4.9,5.0
98580,2024-07-28 04:10:00,3,6.73,0,scooter,54.20006938556093,Moscow,0,27,-2.9,0.49,15.6,3.0
98581,2025-04-25 03:08:00,3,4.73,0,car,45.85950269980694,SPB,1,10,35.5,4.98,17.7,4.0
98582,2024-01-31 07:01:00,2,6.13,0,scooter,49.49166115263669,Moscow,1,8,9.3,20.23,12.2,5.0
98583,2025-05-17 06:52:00,3,0.75,0,car,55.0,Moscow,1,6,24.1,4.37,19.3,3.0
98584,2024-09-24 17:45:00,3,11.54,0,bike,37.106988143682905,Kazan,0,37,-19.5,7.1,10.2,3.0
98585,2024-05-22 06:08:00,4,2.81,0,car,55.0,Moscow,0,19,27.5,,9.9,4.0
98586,2024-03-01 17:17:00,3,1.86,0,car,55.0,Moscow,1,8,24.7,0.0,2.9,4.0
98587,2025-06-06 14:35:00,2,1.54,0,car,55.0,Moscow,0,19,20.4,0.61,7.9,4.0
98588,2025-06-22 03:12:00,4,4.1,0,car,55.0,SPB,1,5,12.6,2.4,4.4,2.0
98589,2024-10-13 21:16:00,2,5.35,0,car,48.016477908776224,Moscow,0,37,-22.9,5.53,6.3,4.0
98590,2024-01-16 10:18:00,3,0.58,0,car,55.0,Moscow,0,32,4.6,2.09,19.5,5.0
98591,2025-04-13 01:03:00,4,3.91,0,bike,25.996363720780828,SPB,1,13,24.8,4.26,18.5,3.0
98592,2025-04-21 21:40:00,5,4.33,0,car,55.0,Kazan,0,30,21.6,4.08,14.1,2.0
98593,2024-08-21 14:26:00,2,2.28,0,bike,42.8376824131858,Kazan,1,14,-3.5,2.23,17.3,
98594,2025-03-29 13:49:00,2,2.02,0,scooter,44.79372201513367,Moscow,1,6,22.9,4.28,16.5,3.0
98595,2024-01-26 17:38:00,3,6.53,0,scooter,45.66908855409564,Moscow,0,18,7.6,9.2,2.0,4.0
98596,2024-11-05 00:45:00,2,5.4,0,bike,35.82995837477953,Moscow,0,17,-14.2,0.06,2.3,5.0
98597,2024-03-29 07:56:00,4,10.75,0,bike,30.997625676503116,Moscow,0,27,29.8,9.81,11.5,4.0
98598,2024-06-29 01:20:00,5,6.8,1,car,55.0,Moscow,0,39,9.2,0.67,15.3,4.0
98599,2024-04-07 17:42:00,2,3.39,0,car,55.0,Moscow,0,20,27.1,0.62,2.2,
98600,2025-03-12 02:42:00,4,3.04,0,car,55.0,Moscow,0,25,22.2,2.61,12.6,4.0
98601,2024-01-24 15:08:00,3,6.61,1,car,55.0,Moscow,0,36,6.7,10.36,15.9,5.0
98602,2025-03-02 09:28:00,5,3.43,0,car,55.0,Kazan,1,14,13.5,0.03,5.1,2.0
98603,2025-02-21 21:32:00,2,1.66,0,car,55.0,Kazan,0,34,18.0,0.59,18.0,2.0
98604,2025-01-07 20:59:00,2,5.14,0,bike,36.63261474828157,Kazan,0,30,3.0,11.62,20.9,3.0
98605,2024-11-03 19:41:00,3,1.91,1,bike,34.60585913965475,Moscow,0,28,-24.2,1.82,16.6,3.0
98606,2025-06-23 06:24:00,6,3.71,0,scooter,39.091298449230436,Moscow,0,17,11.0,5.44,10.1,5.0
98607,2025-03-12 16:48:00,2,2.04,0,car,55.0,Moscow,0,35,22.2,2.61,12.6,4.0
98608,2024-02-20 11:29:00,4,4.68,0,bike,33.19299505524494,SPB,0,37,9.0,0.77,10.7,3.0
98609,2024-04-25 17:23:00,5,7.17,0,car,55.0,SPB,1,10,30.3,6.51,12.9,4.0
98610,2024-10-19 10:04:00,4,3.36,0,scooter,49.864212869682625,Moscow,1,13,-21.6,5.73,11.3,3.0
98611,2024-11-02 17:17:00,4,4.94,0,scooter,49.49166115263669,SPB,0,20,-19.3,0.6,21.8,2.0
98612,2025-01-12 03:23:00,1,15.49,0,car,55.0,Moscow,0,22,5.6,3.06,,4.0
98613,2024-03-16 09:51:00,1,4.29,0,car,55.0,Kazan,1,12,30.7,8.65,19.1,1.0
98614,2024-06-03 21:03:00,3,3.06,0,car,55.0,Moscow,1,11,19.6,11.21,15.0,4.0
98615,2025-05-15 17:53:00,4,2.33,0,bike,40.60867476452213,Kazan,0,39,27.2,1.57,10.9,2.0
98616,2024-08-22 10:14:00,2,5.52,0,bike,37.22409459253831,SPB,0,16,-15.3,3.61,0.8,4.0
98617,2024-01-10 15:51:00,3,3.45,0,scooter,54.257799958411795,Kazan,1,5,-3.1,0.52,15.7,3.0
98618,2024-02-20 08:55:00,3,1.81,0,bike,33.93675198010838,SPB,0,32,9.0,0.77,10.7,3.0
98619,2024-03-12 22:51:00,1,2.39,0,bike,40.807844015374776,Moscow,1,10,30.4,1.5,5.8,4.0
98620,2024-11-09 13:49:00,5,7.19,0,car,55.0,Moscow,0,39,-22.3,1.2,20.5,3.0
98621,2025-04-27 11:42:00,3,2.11,0,car,55.0,SPB,0,16,25.3,4.74,3.5,2.0
98622,2024-04-07 13:47:00,2,5.72,0,bike,38.3374319784028,SPB,0,37,26.9,0.65,17.0,2.0
98623,2024-06-01 10:57:00,2,0.52,0,bike,30.997625676503116,Moscow,1,7,29.9,6.97,1.7,4.0
98624,2025-03-31 04:14:00,1,1.46,0,car,55.0,SPB,0,33,31.5,1.63,0.2,3.0
98625,2024-04-12 03:15:00,3,2.69,0,bike,35.96575629651888,Moscow,0,17,30.0,1.63,1.0,4.0
98626,2024-05-29 17:20:00,7,2.08,0,car,55.0,SPB,0,16,21.7,8.72,9.3,3.0
98627,2024-09-25 20:02:00,1,2.92,0,bike,36.862403291529105,SPB,1,6,-16.4,20.59,9.8,3.0
98628,2024-03-05 02:19:00,3,2.01,0,bike,38.301186923671516,Moscow,0,17,22.0,4.97,11.1,5.0
98629,2024-12-30 11:01:00,4,5.2,0,scooter,55.0,Kazan,0,34,-6.0,2.19,11.8,2.0
98630,2024-01-03 20:25:00,1,2.44,0,car,41.750137119404535,Kazan,1,9,-2.1,3.04,14.1,2.0
98631,2025-01-08 11:59:00,2,7.77,0,scooter,55.0,SPB,1,10,3.5,10.26,12.2,3.0
98632,2024-05-15 15:40:00,5,2.43,0,scooter,36.42755350070934,Moscow,0,35,20.0,7.02,16.7,4.0
98633,2024-10-04 09:01:00,3,7.36,1,car,55.0,Moscow,1,9,-15.7,4.9,2.9,4.0
98634,2025-06-21 12:49:00,3,10.54,0,car,55.0,Moscow,1,8,6.1,2.76,11.6,3.0
98635,2024-08-07 14:52:00,3,4.73,1,car,55.0,Moscow,1,11,-1.1,12.6,15.6,4.0
98636,2024-02-03 11:09:00,3,4.34,0,scooter,46.49258940217779,SPB,1,7,12.9,10.95,13.1,3.0
98637,2024-08-12 10:42:00,5,9.54,0,bike,38.56610576982384,Moscow,0,39,-3.8,1.8,2.8,4.0
98638,2025-02-22 05:35:00,1,2.85,0,scooter,48.70580908301911,Moscow,0,39,15.5,15.38,5.7,4.0
98639,2025-06-19 09:06:00,6,4.96,0,car,55.0,SPB,0,26,18.1,0.25,12.7,3.0
98640,2025-05-15 15:19:00,4,2.54,0,bike,35.23265629823605,SPB,0,16,16.9,3.16,8.5,4.0
98641,2024-01-13 04:04:00,1,3.15,0,car,55.0,Moscow,0,36,4.3,2.78,15.9,4.0
98642,2024-02-14 10:14:00,5,5.53,0,car,55.0,Moscow,1,9,20.1,8.75,7.3,5.0
98643,2024-11-19 10:26:00,2,1.59,0,car,55.0,Kazan,0,30,-19.5,0.69,8.0,2.0
98644,2024-10-16 16:45:00,4,1.18,1,car,55.0,SPB,1,7,-18.8,5.91,14.2,4.0
98645,2024-04-13 01:20:00,4,3.88,0,bike,32.37325941116156,Moscow,0,25,24.4,3.78,3.8,3.0
98646,2025-01-16 16:58:00,4,5.31,0,bike,35.5218365044405,SPB,0,23,4.6,5.32,6.9,4.0
98647,2024-06-24 04:52:00,2,8.13,0,car,55.0,Moscow,0,30,16.3,0.1,9.6,5.0
98648,2024-05-29 09:47:00,3,0.4,1,bike,42.257796955237886,SPB,0,20,21.7,8.72,9.3,3.0
98649,2024-05-30 01:09:00,2,3.3,0,car,55.0,Moscow,1,14,21.6,1.06,2.5,5.0
98650,2024-09-07 06:44:00,2,2.98,0,bike,42.40735828019987,Moscow,1,5,-11.1,5.21,6.0,3.0
98651,2025-01-03 09:32:00,3,4.67,0,car,55.0,SPB,0,20,-2.1,5.47,21.5,3.0
98652,2024-01-01 23:17:00,1,4.33,0,car,55.0,Moscow,0,39,-1.9,,23.0,4.0
98653,2024-05-26 19:47:00,6,5.53,1,car,55.0,Moscow,1,11,16.9,1.1,1.5,4.0
98654,2024-10-21 03:14:00,1,7.28,0,bike,28.43607271038636,Moscow,1,7,,5.15,14.6,4.0
98655,2024-11-20 11:12:00,3,1.17,0,car,55.0,Moscow,0,17,-11.8,0.58,19.4,4.0
98656,2025-06-29 12:36:00,3,3.31,0,bike,39.395918500296126,SPB,0,16,12.5,1.22,15.9,2.0
98657,2024-04-14 07:45:00,2,3.13,0,scooter,44.50215595557376,Moscow,0,37,33.6,10.69,17.5,
98658,2024-08-27 13:00:00,2,10.67,0,car,55.0,Moscow,1,6,-18.2,0.36,1.7,4.0
98659,2024-07-01 01:40:00,2,2.0,0,car,55.0,Moscow,0,15,7.1,5.84,3.0,4.0
98660,2024-10-15 08:36:00,3,7.0,0,car,55.0,Kazan,1,13,-28.4,2.96,12.9,2.0
98661,2024-11-20 14:13:00,2,2.98,0,car,55.0,Moscow,0,29,-11.8,0.58,19.4,4.0
98662,2024-06-16 23:45:00,5,2.05,1,car,55.0,Moscow,1,10,13.1,3.67,5.0,3.0
98663,2025-03-23 11:11:00,6,4.89,0,car,55.0,Kazan,1,6,18.8,1.48,14.5,1.0
98664,2025-02-25 17:37:00,3,12.62,0,car,55.0,SPB,1,5,27.3,6.63,0.8,3.0
98665,2024-06-16 15:53:00,2,2.88,0,bike,40.807844015374776,SPB,1,8,19.5,1.93,7.4,2.0
98666,2024-08-07 13:28:00,4,7.03,0,car,55.0,SPB,0,38,-2.1,16.21,19.8,3.0
98667,2024-06-05 13:11:00,4,1.85,1,car,55.0,SPB,0,24,21.6,0.37,3.8,3.0
98668,2025-04-12 12:14:00,3,4.17,0,scooter,43.16043291364058,SPB,0,35,27.5,,0.4,3.0
98669,2024-06-11 17:42:00,4,3.87,0,bike,39.430915777080756,Kazan,1,12,11.6,0.61,16.1,2.0
98670,2024-11-25 03:26:00,3,2.16,0,car,55.0,SPB,1,13,-15.4,2.88,2.0,3.0
98671,2024-11-17 08:38:00,6,2.35,0,scooter,43.02736698811714,SPB,1,8,-12.6,18.83,15.8,3.0
98672,2025-01-03 22:52:00,1,13.98,0,bike,40.879308302895126,Moscow,1,10,5.0,4.32,23.0,5.0
98673,2024-09-25 02:23:00,1,3.62,0,bike,39.395918500296126,Moscow,1,11,-12.8,6.16,8.8,4.0
98674,2025-02-21 09:09:00,2,3.66,0,bike,34.78209868887858,Moscow,1,10,25.2,4.43,21.2,4.0
98675,2024-02-03 19:15:00,3,0.56,0,car,55.0,Moscow,1,9,16.7,,13.4,4.0
98676,2025-04-11 03:31:00,4,3.26,0,car,55.0,Kazan,1,5,24.4,4.45,14.1,2.0
98677,2025-06-11 12:52:00,3,3.5,0,scooter,48.70580908301911,SPB,1,5,16.1,10.32,7.2,4.0
98678,2025-01-11 18:13:00,2,1.64,0,bike,38.94927677658439,Moscow,1,10,-4.1,3.57,3.9,4.0
98679,2025-06-09 13:17:00,3,2.07,0,car,55.0,Moscow,1,13,18.0,1.3,13.1,5.0
98680,2024-10-20 18:24:00,3,3.23,0,car,55.0,Kazan,0,30,-27.9,3.0,15.8,2.0
98681,2025-01-17 06:53:00,4,12.94,0,car,55.0,Kazan,1,7,-2.5,3.71,2.6,2.0
98682,2024-03-19 00:14:00,3,4.01,0,car,55.0,Kazan,0,35,20.9,,17.3,3.0
98683,2025-05-11 20:36:00,2,3.63,0,car,55.0,Moscow,1,5,33.0,1.82,6.4,3.0
98684,2024-06-18 10:17:00,5,0.7,0,scooter,48.67284070467812,Moscow,0,35,9.9,0.13,14.8,4.0
98685,2024-04-02 23:42:00,3,3.33,0,scooter,52.33026501083797,SPB,1,10,31.0,5.74,3.8,3.0
98686,2024-07-05 07:11:00,4,1.51,0,car,55.0,Moscow,1,10,15.3,1.0,4.9,5.0
98687,2024-01-16 11:55:00,3,4.01,0,scooter,50.81018222286416,SPB,0,15,5.7,2.37,0.4,3.0
98688,2025-04-01 00:55:00,2,3.02,0,bike,39.395918500296126,SPB,0,23,26.7,13.79,10.9,3.0
98689,2024-09-18 23:04:00,2,9.9,0,bike,37.632500976867355,Kazan,1,8,-21.2,9.61,13.9,2.0
98690,2024-04-16 07:03:00,3,5.46,0,car,55.0,SPB,0,33,29.5,21.08,,3.0
98691,2024-11-16 04:37:00,4,8.11,0,car,55.0,Moscow,0,38,-15.9,2.83,1.6,3.0
98692,2024-02-18 06:32:00,2,2.93,0,car,55.0,Moscow,0,39,16.0,3.1,0.1,4.0
98693,2024-03-17 23:39:00,4,7.61,0,car,55.0,SPB,0,20,22.2,0.34,16.2,2.0
98694,2025-04-19 23:13:00,1,2.84,0,bike,43.31751317140163,Moscow,1,5,34.5,2.27,12.8,3.0
98695,2024-10-28 16:50:00,7,1.49,0,bike,35.5218365044405,Kazan,1,7,-18.4,3.64,1.9,2.0
98696,2024-08-01 16:38:00,1,5.11,0,bike,28.43607271038636,Moscow,0,28,-10.8,5.37,4.0,4.0
98697,2024-04-25 08:08:00,3,3.52,0,car,55.0,SPB,0,20,30.3,6.51,12.9,4.0
98698,2024-01-11 16:31:00,4,3.18,0,scooter,52.32152702875614,Moscow,0,16,6.2,1.27,1.0,4.0
98699,2024-07-01 20:48:00,2,6.48,0,car,55.0,Moscow,0,19,7.1,5.84,3.0,4.0
98700,2025-04-12 08:31:00,2,4.27,0,bike,39.53406196193262,Moscow,0,30,28.7,0.28,13.4,3.0
98701,2024-02-09 07:01:00,2,7.61,0,car,55.0,SPB,0,23,14.1,7.07,19.0,4.0
98702,2024-07-19 15:14:00,2,5.41,0,car,48.016477908776224,Moscow,0,15,-3.9,9.73,9.3,
98703,2024-06-19 21:16:00,1,0.29,0,car,55.0,Moscow,0,27,19.5,9.28,11.6,5.0
98704,2024-05-06 22:25:00,2,1.44,0,scooter,55.0,Moscow,0,39,30.5,2.04,0.3,5.0
98705,2024-10-05 11:00:00,1,13.33,0,car,55.0,Moscow,1,10,-15.3,0.44,0.2,4.0
98706,2024-12-28 22:39:00,3,8.18,0,car,55.0,SPB,0,25,-4.9,5.48,7.9,2.0
98707,2024-08-19 13:43:00,4,2.26,0,bike,31.260861704088715,Moscow,0,16,-8.0,1.95,2.1,4.0
98708,2024-02-02 20:02:00,3,3.25,0,car,55.0,SPB,0,23,9.7,,12.4,3.0
98709,2024-11-19 14:28:00,4,2.28,0,scooter,39.091298449230436,SPB,1,9,-19.2,1.24,14.3,4.0
98710,2024-09-08 20:30:00,2,3.94,0,scooter,45.44612180823244,Kazan,1,11,-13.9,0.08,14.6,1.0
98711,2024-04-07 11:40:00,5,6.51,0,scooter,53.90710727799128,SPB,0,31,26.9,0.65,17.0,2.0
98712,2025-06-29 02:26:00,3,6.77,1,bike,37.32002871481163,Moscow,0,36,17.5,7.29,11.2,3.0
98713,2024-02-03 06:17:00,4,5.48,0,car,55.0,Moscow,0,18,16.7,,13.4,4.0
98714,2024-12-08 03:03:00,2,0.69,0,car,46.1550413594705,Kazan,1,12,-10.4,5.64,7.6,1.0
98715,2025-01-16 09:54:00,3,1.75,0,car,53.93865388999127,Moscow,0,30,7.8,0.38,1.8,5.0
98716,2024-01-02 16:00:00,1,5.88,0,scooter,46.44984473997541,Moscow,0,38,0.3,7.86,18.7,4.0
98717,2024-07-12 19:06:00,5,2.18,0,scooter,49.49166115263669,Moscow,0,39,2.5,2.55,6.7,4.0
98718,2025-04-20 21:39:00,3,2.15,0,car,55.0,Moscow,0,29,37.6,0.5,5.1,3.0
98719,2025-02-26 15:33:00,2,5.94,0,car,55.0,Moscow,1,7,18.1,0.33,0.6,4.0
98720,2025-02-22 12:59:00,2,2.86,0,bike,35.82995837477953,Moscow,1,8,15.5,15.38,5.7,4.0
98721,2025-05-12 04:56:00,6,6.34,1,car,55.0,Moscow,1,14,28.3,3.06,16.2,4.0
98722,2025-01-02 11:48:00,2,10.78,0,car,55.0,SPB,0,31,-3.4,2.17,4.5,3.0
98723,2024-01-20 12:52:00,3,5.71,0,car,55.0,Moscow,0,15,13.7,7.13,19.6,3.0
98724,2025-05-08 01:30:00,2,3.49,0,scooter,46.760053354253095,Moscow,0,16,20.4,1.32,12.7,5.0
98725,2024-10-08 01:05:00,1,2.1,0,scooter,45.13982204557147,Moscow,1,14,-27.8,4.63,3.7,5.0
98726,2024-09-14 03:11:00,3,2.23,0,scooter,46.44408516513773,SPB,0,24,-18.9,1.56,14.6,2.0
98727,2024-09-09 12:12:00,4,0.75,0,bike,42.40735828019987,Moscow,1,13,-9.2,14.15,7.2,5.0
98728,2024-06-07 15:12:00,3,12.77,0,car,55.0,SPB,0,23,20.3,0.91,3.3,4.0
98729,2025-05-09 18:40:00,1,2.54,0,car,55.0,Kazan,0,27,30.1,1.09,0.4,3.0
98730,2024-10-01 20:54:00,3,5.27,0,bike,31.870139968385395,Moscow,0,17,-24.5,0.95,16.3,4.0
98731,2024-03-03 16:25:00,1,0.51,1,bike,36.62098754864886,Kazan,1,5,18.6,0.75,19.6,2.0
98732,2024-11-01 04:15:00,2,3.34,0,bike,38.62838052170366,Kazan,1,7,-19.3,12.92,5.2,2.0
98733,2024-12-23 10:00:00,1,3.32,0,bike,35.716101269659816,Moscow,0,30,-1.7,8.43,13.7,4.0
98734,2024-05-20 23:58:00,3,7.55,0,scooter,45.66908855409564,Moscow,1,11,19.1,0.8,2.2,4.0
98735,2024-11-30 07:05:00,1,1.55,0,bike,37.22409459253831,Moscow,1,9,-11.6,7.42,23.8,4.0
98736,2024-07-02 22:43:00,1,3.99,0,scooter,49.00620380326575,Moscow,0,16,7.2,4.1,2.4,4.0
98737,2024-01-04 05:12:00,2,2.82,0,car,55.0,Moscow,1,5,2.3,7.75,0.6,4.0
98738,2024-09-12 08:26:00,7,6.31,0,car,55.0,Moscow,0,36,-19.0,2.4,12.3,4.0
98739,2024-08-05 00:16:00,2,9.19,1,bike,33.93675198010838,Moscow,0,16,-5.5,0.44,9.9,4.0
98740,2025-01-07 15:28:00,2,1.42,0,bike,35.716101269659816,Moscow,1,8,-2.9,2.15,19.7,4.0
